a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAAVUV12AB0186646,3
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOABJBU12A8C13F63F,4
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOADJQJ12A8C141D38,21
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOADQPP12A67020C82,3
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAFTRR12AF72A8D4D,12
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAGSYE12A58A7A5A7,1
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAJWAC12AB018350F,4
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAJXWO12A8C1436D0,26
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAKCNU12A8C135445,3
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAKMDU12A8C1346A9,37
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAKPQJ12A8C13D812,2
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOALDLA12A6D4F8657,16
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAMXAY12A6D4F8B8A,3
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOANQFY12AB0183239,12
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAQSZE12A8C145278,1
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOARUPP12AB01842E0,5
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOASWPB12A6D4F6835,6
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOASXQD12AB018902F,16
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAUFOF12AB0180C65,3
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAUWYT12A81C206F1,68
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAVIJW12AB018269B,3
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAVJBU12AAF3B370C,2
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAXGDH12A8C13F8A1,26
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAXJOU12A6D4F6685,5
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOAZVLB12A6D4FCC2D,25
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOBABRB12A6701DF4B,13
a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOBADEB12AB018275F,10
