3fa44653315697f42410a30cb766a4eb102080bb,SOAAWEE12A6D4FBEC8,1
3fa44653315697f42410a30cb766a4eb102080bb,SOAFPPR12A8AE46454,1
3fa44653315697f42410a30cb766a4eb102080bb,SOAGRCT12AB017B552,92
3fa44653315697f42410a30cb766a4eb102080bb,SOAHVLJ12A58A76DD6,70
3fa44653315697f42410a30cb766a4eb102080bb,SOAJIXC12AB0183243,1
3fa44653315697f42410a30cb766a4eb102080bb,SOAJTNF12A6BD5315D,1
3fa44653315697f42410a30cb766a4eb102080bb,SOAJWRM12A8C13CF2B,1
3fa44653315697f42410a30cb766a4eb102080bb,SOAXGDH12A8C13F8A1,94
3fa44653315697f42410a30cb766a4eb102080bb,SOAYATB12A6701FD50,125
3fa44653315697f42410a30cb766a4eb102080bb,SOBNSME12A6701E2FD,196
3fa44653315697f42410a30cb766a4eb102080bb,SOBOAFP12A8C131F36,93
3fa44653315697f42410a30cb766a4eb102080bb,SOBTUTU12A6701F301,146
3fa44653315697f42410a30cb766a4eb102080bb,SOBUAGJ12A67020B98,65
3fa44653315697f42410a30cb766a4eb102080bb,SOBYZRW12A58A7ABF1,81
3fa44653315697f42410a30cb766a4eb102080bb,SOBZZDU12A6310D8A3,16
3fa44653315697f42410a30cb766a4eb102080bb,SOCAAWX12A6D4F7901,74
3fa44653315697f42410a30cb766a4eb102080bb,SOCGMXY12A6701E069,2
3fa44653315697f42410a30cb766a4eb102080bb,SOCKXJI12AF72A702C,1
3fa44653315697f42410a30cb766a4eb102080bb,SOCNCGL127D9786D66,73
3fa44653315697f42410a30cb766a4eb102080bb,SOCSCRC12AB017C60C,102
3fa44653315697f42410a30cb766a4eb102080bb,SOCVTLJ12A6310F0FD,19
3fa44653315697f42410a30cb766a4eb102080bb,SOCXFNW12A8C145973,55
3fa44653315697f42410a30cb766a4eb102080bb,SODBTXH12AB01896E8,1
3fa44653315697f42410a30cb766a4eb102080bb,SODGGKP12AAA8C6B42,104
3fa44653315697f42410a30cb766a4eb102080bb,SODGVGW12AC9075A8D,96
3fa44653315697f42410a30cb766a4eb102080bb,SODJWHY12A8C142CCE,84
3fa44653315697f42410a30cb766a4eb102080bb,SODKXEJ12AB0186A2E,1
3fa44653315697f42410a30cb766a4eb102080bb,SODPKNB12AF72ACEBA,1
3fa44653315697f42410a30cb766a4eb102080bb,SODRTCM12AF72AAF84,104
3fa44653315697f42410a30cb766a4eb102080bb,SODVOET12A6D4FAB6F,1
3fa44653315697f42410a30cb766a4eb102080bb,SOEBOWM12AB017F279,29
3fa44653315697f42410a30cb766a4eb102080bb,SOECIFL12A6D4F78FE,62
3fa44653315697f42410a30cb766a4eb102080bb,SOEIMVH12A8C13545B,97
3fa44653315697f42410a30cb766a4eb102080bb,SOEKBXL12A6D4FC6FC,28
3fa44653315697f42410a30cb766a4eb102080bb,SOESMCG12A8C142C92,107
3fa44653315697f42410a30cb766a4eb102080bb,SOEVGLT12A6D4F7A4E,113
3fa44653315697f42410a30cb766a4eb102080bb,SOFDKUI12AB01838BB,1
3fa44653315697f42410a30cb766a4eb102080bb,SOFRCGW12A81C21EA6,88
3fa44653315697f42410a30cb766a4eb102080bb,SOFXWBG12A6D4F74BE,25
3fa44653315697f42410a30cb766a4eb102080bb,SOGCWUH12AC90732B0,1
3fa44653315697f42410a30cb766a4eb102080bb,SOGQJQX12A6D4F7E5B,17
3fa44653315697f42410a30cb766a4eb102080bb,SOGRPEY12A8C13FBB1,82
3fa44653315697f42410a30cb766a4eb102080bb,SOGSGHP12AB01870E0,101
3fa44653315697f42410a30cb766a4eb102080bb,SOGTQNI12AB0184A5C,88
3fa44653315697f42410a30cb766a4eb102080bb,SOGUTHR12A6701FFB7,100
3fa44653315697f42410a30cb766a4eb102080bb,SOHCUMK12A8C14078A,74
3fa44653315697f42410a30cb766a4eb102080bb,SOHITZP12A8C13DB9C,1
3fa44653315697f42410a30cb766a4eb102080bb,SOHOCMM12AB01845E0,13
3fa44653315697f42410a30cb766a4eb102080bb,SOHTSUQ12A58A7AFCE,1
3fa44653315697f42410a30cb766a4eb102080bb,SOIGXKF12A6701E096,193
3fa44653315697f42410a30cb766a4eb102080bb,SOISABZ12A58A7C581,1
