119b7c88d58d0c6eb051365c103da5caf817bea6,SOADJQJ12A8C141D38,8
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAEKQS12A67AE0287,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAFTRR12AF72A8D4D,7
119b7c88d58d0c6eb051365c103da5caf817bea6,SOALBSB12A58A814C0,68
119b7c88d58d0c6eb051365c103da5caf817bea6,SOALEQA12A58A77839,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOANQFY12AB0183239,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAOZNR12A8C13B456,15
119b7c88d58d0c6eb051365c103da5caf817bea6,SOARUPP12AB01842E0,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOASXQD12AB018902F,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAUFOF12AB0180C65,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAUWYT12A81C206F1,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAVIJW12AB018269B,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAVWHY12AB017C6C0,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOAXGDH12A8C13F8A1,34
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBABRB12A6701DF4B,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBADEB12AB018275F,13
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBFRNE12A6D4F7995,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBJCFV12A8AE469EE,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBJOSC12A8C137A74,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBOAFP12A8C131F36,16
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBONKR12A58A7A7E0,7
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBOUPA12A6D4F81F1,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBPKPW12A6701E8F9,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBRHVR12A8C133F35,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBUBLL12A58A795A8,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOBWSGV12AB018B5E0,5
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCBQKE12AB018548E,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCHTHF12AB017E206,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCHYVZ12A6D4F5908,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCKSGZ12A58A7CA4B,5
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCMHES12AB0186FCF,14
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCVBFV12A6701FB94,8
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCVTLJ12A6310F0FD,8
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCWRWK12AB0188CCA,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOCYOTN12A8C13A4B1,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SODABFP12AB01845EC,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SODACBL12A8C13C273,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SODCADR12AF72A1A99,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SODCNJX12A6D4F93CB,142
119b7c88d58d0c6eb051365c103da5caf817bea6,SODEAWL12AB0187032,4
119b7c88d58d0c6eb051365c103da5caf817bea6,SODEOCO12A6701E922,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SODEYDM12A58A77072,30
119b7c88d58d0c6eb051365c103da5caf817bea6,SODGJKH12AAA8C9487,10
119b7c88d58d0c6eb051365c103da5caf817bea6,SODGVGW12AC9075A8D,11
119b7c88d58d0c6eb051365c103da5caf817bea6,SODJCKV12A8C13ED5D,4
119b7c88d58d0c6eb051365c103da5caf817bea6,SODJDHK12AB0181540,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SODJWHY12A8C142CCE,33
119b7c88d58d0c6eb051365c103da5caf817bea6,SODLAPJ12A8C142002,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SODLLYS12A8C13A96B,9
119b7c88d58d0c6eb051365c103da5caf817bea6,SODOWUC12AC9097E76,29
119b7c88d58d0c6eb051365c103da5caf817bea6,SODSXUP12AF72A89B2,148
119b7c88d58d0c6eb051365c103da5caf817bea6,SODUGQV12AF72A6803,9
119b7c88d58d0c6eb051365c103da5caf817bea6,SODVSFY12AB017F8ED,69
119b7c88d58d0c6eb051365c103da5caf817bea6,SODXFAS12A58A7B24B,10
119b7c88d58d0c6eb051365c103da5caf817bea6,SODXRTY12AB0180F3B,7
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEBOWM12AB017F279,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEGIYH12A6D4FC0E3,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEHDTU12AF72A8BD5,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEHEIS12A6D4F92B8,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEHWGF12A6D4F8B2B,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEKSGJ12A67AE227E,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEQJBS12A8AE475A4,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOERYLG12A6701F07F,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOEYVHS12AB0181D31,13
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFCPOU12A8C13BF40,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFDJSB12AB0183B5B,18
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFEGST12A58A7D682,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFGJCW12AF72A812D,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFKABN12A8AE476C6,15
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFLJQZ12A6D4FADA6,5
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFQWHD12A58A7C5AC,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFRCGW12A81C21EA6,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFRQTD12A81C233C0,26
119b7c88d58d0c6eb051365c103da5caf817bea6,SOFVZRE12A8C139783,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGBKFC12AB01843FC,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGCLIK12AF729D5C0,17
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGCWUH12AC90732B0,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGIDHJ12AB01800D1,2
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGKGDF12AF72A5DD6,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGPBAW12A6D4F9F22,5
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGPNGN12A8C143969,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGSAYQ12AB018BA14,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGTDJQ12A8C13324F,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGTQNI12AB0184A5C,7
119b7c88d58d0c6eb051365c103da5caf817bea6,SOGWJEY12AC9618862,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHEMBB12A6701E907,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHFNKO12AB017C772,11
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHMKDM12A6D4F64F2,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHOCMM12AB01845E0,24
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHQGIA12A8C1425E3,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHRQFL12A6D4F3C8A,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHTKMO12AB01843B0,12
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHYSXA12AB0186704,6
119b7c88d58d0c6eb051365c103da5caf817bea6,SOHZPIK12A58A7CCAE,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOIBLKQ12AB0183E85,3
119b7c88d58d0c6eb051365c103da5caf817bea6,SOIDDNJ12AC9071B90,4
119b7c88d58d0c6eb051365c103da5caf817bea6,SOIIOUS12A8AE47E20,1
119b7c88d58d0c6eb051365c103da5caf817bea6,SOILFUU12AB017C75F,5
119b7c88d58d0c6eb051365c103da5caf817bea6,SOINUJV12A8C1429E9,2
